"date","geography","geography code","Rural Urban","Bedrooms: All categories: Number of bedrooms; measures: Value","Bedrooms: No bedrooms; measures: Value","Bedrooms: 1 bedroom; measures: Value","Bedrooms: 2 bedrooms; measures: Value","Bedrooms: 3 bedrooms; measures: Value","Bedrooms: 4 bedrooms; measures: Value","Bedrooms: 5 or more bedrooms; measures: Value"
"2011","Kesgrave West","E05007207","Total",1701,4,86,612,750,202,47
"2011","Kyson","E05007208","Total",886,4,54,264,451,91,22
"2011","Leiston","E05007209","Total",2749,5,276,680,1414,284,90
"2011","Martlesham","E05007210","Total",2198,2,168,637,784,460,147
"2011","Melton and Ufford","E05007211","Total",2159,2,139,474,792,587,165
"2011","Nacton","E05007212","Total",1938,3,77,411,605,681,161
"2011","Orford and Tunstall","E05007213","Total",836,0,25,219,357,161,74
"2011","Otley","E05007214","Total",894,1,14,138,343,269,129
"2011","Peasenhall","E05007215","Total",913,0,27,190,352,215,129
"2011","Rendlesham","E05007216","Total",1311,1,57,424,408,299,122
"2011","Riverside","E05007217","Total",948,9,108,224,313,208,86
"2011","Rushmere St Andrew","E05007218","Total",2498,1,47,414,946,876,214
"2011","Saxmundham","E05007219","Total",2209,2,193,572,835,473,134
"2011","Seckford","E05007220","Total",1103,1,200,343,370,147,42
"2011","Snape","E05007221","Total",863,0,30,187,391,177,78
"2011","Sutton","E05007222","Total",1071,3,21,272,485,217,73
"2011","Trimleys with Kirton","E05007223","Total",2980,9,189,874,1248,543,117
"2011","Walberswick and Wenhaston","E05007224","Total",903,8,23,193,405,196,78
"2011","Wickham Market","E05007225","Total",959,4,72,272,408,147,56
"2011","Witnesham","E05007226","Total",833,0,16,186,290,231,110
"2011","Yoxford","E05007227","Total",905,2,32,246,358,172,95
"2011","Beccles North","E05007228","Total",2432,10,253,801,1021,245,102
"2011","Beccles South","E05007229","Total",2170,4,109,603,1224,204,26
"2011","Blything","E05007230","Total",949,0,37,264,443,145,60
"2011","Bungay","E05007231","Total",2265,9,216,663,964,322,91
"2011","Carlton","E05007232","Total",1934,0,85,505,923,361,60
"2011","Carlton Colville","E05007233","Total",3355,3,82,922,1393,815,140
"2011","Gunton and Corton","E05007234","Total",1998,1,128,497,800,452,120
"2011","Halesworth","E05007235","Total",2298,1,202,850,966,233,46
"2011","Harbour","E05007236","Total",3714,13,726,1148,1546,206,75
"2011","Kessingland","E05007237","Total",2302,0,142,832,978,256,94
"2011","Kirkley","E05007238","Total",3187,6,665,618,1443,260,195
"2011","Lothingland","E05007239","Total",897,1,36,204,404,192,60
"2011","Normanston","E05007240","Total",3062,5,389,667,1760,194,47
"2011","Oulton","E05007241","Total",1810,2,162,380,913,303,50
"2011","Oulton Broad","E05007242","Total",2122,2,106,734,1016,215,49
"2011","Pakefield","E05007243","Total",3187,4,388,1084,1334,295,82
"2011","St Margaret's","E05007244","Total",3357,4,332,875,1650,442,54
"2011","Southwold and Reydon","E05007245","Total",1847,1,129,551,808,279,79
"2011","The Saints","E05007246","Total",925,0,28,160,407,226,104
"2011","Wainford","E05007247","Total",896,1,33,158,410,198,96
"2011","Whitton","E05007248","Total",3216,3,227,977,1653,301,55
"2011","Worlingham","E05007249","Total",1979,0,61,474,945,427,72
"2011","Wrentham","E05007250","Total",981,1,50,218,459,181,72
"2011","Belsize","E05000128","Total",6131,82,2110,2200,1206,303,230
"2011","Bloomsbury","E05000129","Total",4819,103,2474,1480,526,129,107
"2011","Camden Town with Primrose Hill","E05000130","Total",5905,61,2247,1811,1042,505,239
"2011","Cantelowes","E05000131","Total",5094,61,1960,1586,923,407,157
"2011","Fortune Green","E05000132","Total",5324,62,1807,1496,1034,598,327
"2011","Frognal and Fitzjohns","E05000133","Total",4940,22,1136,1585,1276,460,461
"2011","Gospel Oak","E05000134","Total",4912,64,1675,1490,1048,383,252
"2011","Hampstead Town","E05000135","Total",5200,37,1568,1619,1029,544,403
"2011","Haverstock","E05000136","Total",5254,29,1721,1951,1120,332,101
"2011","Highgate","E05000137","Total",4788,34,1395,1180,1112,671,396
"2011","Holborn and Covent Garden","E05000138","Total",6114,59,2762,2092,930,201,70
"2011","Kentish Town","E05000139","Total",5793,70,1923,1894,1153,537,216
"2011","Kilburn","E05000140","Total",5758,76,2536,1859,952,252,83
"2011","King's Cross","E05000141","Total",4594,47,2329,1317,658,175,68
"2011","Regent's Park","E05000142","Total",5602,55,2071,1802,1070,442,162
"2011","St Pancras and Somers Town","E05000143","Total",5588,47,1816,2110,1182,322,111
"2011","Swiss Cottage","E05000144","Total",5860,47,1459,2419,1262,395,278
"2011","West Hampstead","E05000145","Total",5858,62,2318,1858,998,404,218
"2011","Aldersgate","E05000001","Total",876,12,416,250,155,41,2
"2011","Bishopsgate","E05000005","Total",141,4,68,52,11,3,3
"2011","Cripplegate","E05000015","Total",1647,37,903,506,133,63,5
"2011","Farringdon Within","E05000017","Total",147,1,63,61,9,5,8
"2011","Farringdon Without","E05000018","Total",719,7,424,241,29,12,6
"2011","Portsoken","E05000021","Total",467,10,241,130,79,4,3
"2011","Queenhithe","E05000022","Total",238,2,148,80,6,2,0
"2011","Tower","E05000023","Total",150,2,74,63,8,2,1
"2011","Brownswood","E05000231","Total",4882,39,1538,1872,984,285,164
"2011","Cazenove","E05000232","Total",4748,24,1357,1756,782,495,334
"2011","Chatham","E05000233","Total",5604,25,1739,2111,1289,341,99
"2011","Clissold","E05000234","Total",5156,14,1531,1747,1293,420,151
"2011","Dalston","E05000235","Total",6434,28,2218,2212,1419,388,169
"2011","De Beauvoir","E05000236","Total",6051,25,1689,2523,1340,381,93
"2011","Hackney Central","E05000237","Total",5484,21,1905,1995,1165,301,97
"2011","Hackney Downs","E05000238","Total",5437,47,2043,1563,1108,428,248
"2011","Haggerston","E05000239","Total",6256,37,2235,2411,1195,332,46
"2011","Hoxton","E05000240","Total",6771,42,2446,2612,1364,263,44
"2011","King's Park","E05000241","Total",4222,12,922,1155,1714,340,79
"2011","Leabridge","E05000242","Total",5522,36,1751,1354,1409,676,296
"2011","Lordship","E05000243","Total",4594,26,1337,1666,846,423,296
"2011","New River","E05000244","Total",4541,32,1300,1571,851,378,409
"2011","Queensbridge","E05000245","Total",5910,34,2090,1766,1388,482,150
"2011","Springfield","E05000246","Total",4343,27,1310,1309,976,421,300
"2011","Stoke Newington Central","E05000247","Total",5291,21,1745,1515,1347,530,133
"2011","Victoria","E05000248","Total",5642,32,1573,2223,1301,393,120
"2011","Wick","E05000249","Total",4802,29,1379,1629,1293,388,84
"2011","Addison","E05000250","Total",5591,46,2428,1831,657,372,257
"2011","Askew","E05000251","Total",6234,32,2430,2018,1087,480,187
"2011","Avonmore and Brook Green","E05000252","Total",5719,41,2105,1928,977,446,222
"2011","College Park and Old Oak","E05000253","Total",3674,49,1154,1191,987,228,65
"2011","Fulham Broadway","E05000254","Total",4976,27,1749,1634,992,417,157
"2011","Fulham Reach","E05000255","Total",4941,29,1530,1253,1224,706,199
"2011","Hammersmith Broadway","E05000256","Total",5218,35,1918,1662,974,448,181
"2011","Munster","E05000257","Total",4840,13,1116,1649,1174,687,201
"2011","North End","E05000258","Total",5548,23,2339,1923,873,289,101
"2011","Palace Riverside","E05000259","Total",3242,12,555,1112,720,453,390
"2011","Parsons Green and Walham","E05000260","Total",4656,22,1080,1246,929,820,559
"2011","Ravenscourt Park","E05000261","Total",4819,22,1500,1519,823,556,399
"2011","Sands End","E05000262","Total",5626,23,1155,2755,1036,534,123
"2011","Shepherd's Bush Green","E05000263","Total",5552,32,2389,1667,866,416,182
"2011","Town","E05000264","Total",4931,9,1406,1703,889,598,326
"2011","Wormholt and White City","E05000265","Total",5023,37,953,1699,1658,547,129
"2011","Alexandra","E05000266","Total",4602,20,768,1219,974,1055,566
"2011","Bounds Green","E05000267","Total",5796,34,1803,2076,1331,431,121
"2011","Bruce Grove","E05000268","Total",5467,24,1484,1720,1587,466,186
"2011","Crouch End","E05000269","Total",5814,42,1922,2019,779,609,443
"2011","Fortis Green","E05000270","Total",5133,29,1102,1543,938,811,710
"2011","Harringay","E05000271","Total",5471,38,1823,1544,1121,605,340
"2011","Highgate","E05000272","Total",5255,36,1458,1817,898,503,543
"2011","Hornsey","E05000273","Total",5673,27,1911,1979,1097,464,195
"2011","Muswell Hill","E05000274","Total",4492,15,1057,1087,798,833,702
"2011","Noel Park","E05000275","Total",5538,13,1543,1941,1513,363,165
"2011","Northumberland Park","E05000276","Total",5624,50,1794,2011,1393,255,121
"2011","St Ann's","E05000277","Total",5442,17,1411,1608,1684,508,214
"2011","Seven Sisters","E05000278","Total",5555,29,1463,1570,1638,478,377
"2011","Stroud Green","E05000279","Total",5207,22,1763,1882,690,431,419
"2011","Tottenham Green","E05000280","Total",5925,44,2029,2004,1370,320,158
"2011","Tottenham Hale","E05000281","Total",5384,16,1224,2074,1690,305,75
"2011","West Green","E05000282","Total",5202,34,1506,1530,1566,396,170
"2011","White Hart Lane","E05000283","Total",4820,29,740,1838,1945,203,65
"2011","Woodside","E05000284","Total",5555,23,1433,1807,1653,437,202
"2011","Barnsbury","E05000366","Total",5539,29,1902,1960,1113,379,156
"2011","Bunhill","E05000367","Total",6702,43,2630,2840,971,157,61
"2011","Caledonian","E05000368","Total",6118,30,2205,2236,1077,443,127
"2011","Canonbury","E05000369","Total",5705,20,1788,2404,1037,335,121
"2011","Clerkenwell","E05000370","Total",5285,34,1923,2124,894,210,100
"2011","Finsbury Park","E05000371","Total",6251,33,2409,1878,1336,430,165
"2011","Highbury East","E05000372","Total",5240,25,1731,1644,936,564,340
"2011","Highbury West","E05000373","Total",6975,28,2601,2375,1183,590,198
"2011","Hillrise","E05000374","Total",5069,17,1552,1437,1254,518,291
"2011","Holloway","E05000375","Total",6638,42,2444,2295,1273,388,196
"2011","Junction","E05000376","Total",5647,26,2281,1687,1005,432,216
"2011","Mildmay","E05000377","Total",5830,13,1990,2241,1159,293,134
"2011","St George's","E05000378","Total",5422,25,1968,1838,842,423,326
"2011","St Mary's","E05000379","Total",5523,23,1897,1929,1076,436,162
"2011","St Peter's","E05000380","Total",5556,27,1700,2182,1174,382,91
"2011","Tollington","E05000381","Total",6056,27,2245,1898,1279,436,171
"2011","Abingdon","E05000382","Total",4792,56,1484,1764,810,463,215
"2011","Brompton","E05000383","Total",4703,45,1605,1715,784,325,229
"2011","Campden","E05000384","Total",3922,41,1193,1243,806,395,244
"2011","Colville","E05000385","Total",4369,45,1966,1542,603,152,61
"2011","Courtfield","E05000386","Total",4571,49,1783,1709,681,220,129
"2011","Cremorne","E05000387","Total",4010,40,1446,1478,688,253,105
"2011","Earl's Court","E05000388","Total",4934,79,2275,1911,474,128,67
"2011","Golborne","E05000389","Total",4104,83,1836,1204,765,181,35
"2011","Hans Town","E05000390","Total",4932,34,2014,1637,845,286,116
"2011","Holland","E05000391","Total",4463,29,1204,1674,725,406,425
"2011","Norland","E05000392","Total",4122,47,1479,1150,776,377,293
"2011","Notting Barns","E05000393","Total",4151,58,1367,1435,945,265,81
"2011","Pembridge","E05000394","Total",3946,66,1610,1409,454,190,217
"2011","Queen's Gate","E05000395","Total",4878,23,1501,1811,925,386,232
"2011","Redcliffe","E05000396","Total",4716,38,1538,1903,720,281,236
"2011","Royal Hospital","E05000397","Total",3710,37,1289,1177,658,353,196
"2011","St Charles","E05000398","Total",4208,29,1504,1512,806,267,90
"2011","Stanley","E05000399","Total",4005,19,1260,1370,646,430,280
"2011","Bishop's","E05000416","Total",4570,24,1561,1837,905,169,74
"2011","Brixton Hill","E05000417","Total",6788,27,1909,2620,1521,518,193
"2011","Clapham Common","E05000418","Total",5415,18,1264,1836,1061,633,603
"2011","Clapham Town","E05000419","Total",6184,33,1687,2407,1244,499,314
"2011","Coldharbour","E05000420","Total",7128,50,2302,2357,1607,646,166
"2011","Ferndale","E05000421","Total",6573,40,1951,2333,1365,648,236
"2011","Gipsy Hill","E05000422","Total",5957,24,1507,2007,1759,470,190
"2011","Herne Hill","E05000423","Total",6508,33,1800,2158,1500,679,338
"2011","Knight's Hill","E05000424","Total",6061,28,1429,2008,1790,576,230
"2011","Larkhall","E05000425","Total",7164,31,1811,2962,1554,535,271
"2011","Oval","E05000426","Total",7003,24,2305,2836,1292,398,148
"2011","Prince's","E05000427","Total",6726,35,2169,2551,1457,410,104
"2011","St Leonard's","E05000428","Total",6188,58,1997,2090,937,566,540
"2011","Stockwell","E05000429","Total",6427,53,1801,2629,1338,400,206
"2011","Streatham Hill","E05000430","Total",6100,31,1743,2056,1184,704,382
"2011","Streatham South","E05000431","Total",5350,25,896,1101,2242,786,300
"2011","Streatham Wells","E05000432","Total",6271,22,1620,2254,1594,555,226
"2011","Thornton","E05000433","Total",5052,14,854,1861,1508,647,168
"2011","Thurlow Park","E05000434","Total",5863,17,1543,1734,1435,770,364
"2011","Tulse Hill","E05000435","Total",6622,51,1759,2410,1470,738,194
"2011","Vassall","E05000436","Total",6067,23,1817,2169,1453,408,197
"2011","Bellingham","E05000437","Total",6107,25,1243,2055,2487,238,59
"2011","Blackheath","E05000438","Total",6423,41,1505,2537,1453,623,264
"2011","Brockley","E05000439","Total",7435,37,2551,2576,1542,470,259
"2011","Catford South","E05000440","Total",5712,23,853,1144,2323,1010,359
"2011","Crofton Park","E05000441","Total",6263,20,1125,1858,2378,676,206
"2011","Downham","E05000442","Total",6061,11,825,2697,2221,251,56
"2011","Evelyn","E05000443","Total",6883,43,2074,2767,1501,361,137
"2011","Forest Hill","E05000444","Total",6506,30,1536,2335,1694,627,284
"2011","Grove Park","E05000445","Total",6182,19,1025,2000,2516,461,161
"2011","Ladywell","E05000446","Total",5762,24,1232,1704,1853,585,364
"2011","Lee Green","E05000447","Total",6320,22,1336,2001,2042,675,244
"2011","Lewisham Central","E05000448","Total",7722,48,2559,2872,1606,467,170
"2011","New Cross","E05000449","Total",6576,50,2390,2242,1511,265,118
"2011","Perry Vale","E05000450","Total",6707,52,1494,2276,1957,681,247
"2011","Rushey Green","E05000451","Total",6257,31,1789,2225,1555,448,209
"2011","Sydenham","E05000452","Total",6793,28,1626,2457,1869,594,219
"2011","Telegraph Hill","E05000453","Total",6855,25,1898,2313,1654,633,332
"2011","Whitefoot","E05000454","Total",5527,17,638,1662,2894,240,76
"2011","Beckton","E05000475","Total",5304,29,1327,1872,1397,512,167
"2011","Boleyn","E05000476","Total",4928,26,885,1502,1994,416,105
"2011","Canning Town North","E05000477","Total",5512,31,1337,1903,1891,269,81
"2011","Canning Town South","E05000478","Total",6358,23,1788,2354,1854,272,67
"2011","Custom House","E05000479","Total",4852,26,962,1579,1824,360,101
"2011","East Ham Central","E05000480","Total",4662,15,821,1171,2103,459,93
"2011","East Ham North","E05000481","Total",3650,15,558,651,1723,544,159
"2011","East Ham South","E05000482","Total",4980,13,588,1843,2183,288,65
"2011","Forest Gate North","E05000483","Total",5718,36,1203,1888,1870,506,215
"2011","Forest Gate South","E05000484","Total",5758,34,1492,1905,1427,547,353
"2011","Green Street East","E05000485","Total",4258,20,659,1030,1982,450,117
"2011","Green Street West","E05000486","Total",4060,18,779,882,1567,553,261
"2011","Little Ilford","E05000487","Total",5113,16,1061,1596,1916,391,133
"2011","Manor Park","E05000488","Total",4586,20,945,1265,1621,573,162
"2011","Plaistow North","E05000489","Total",5123,28,1271,1579,1584,477,184
"2011","Plaistow South","E05000490","Total",5392,15,723,2345,1908,304,97
"2011","Royal Docks","E05000491","Total",4370,16,975,2262,955,119,43
"2011","Stratford and New Town","E05000492","Total",7337,34,2288,3176,1425,287,127
"2011","Wall End","E05000493","Total",4158,17,491,1033,2073,427,117
"2011","West Ham","E05000494","Total",5400,29,1284,1624,1905,439,119
"2011","Brunswick Park","E05000534","Total",5263,22,1645,1665,1208,508,215
"2011","Camberwell Green","E05000535","Total",6214,53,2040,2401,1234,358,128
"2011","Cathedrals","E05000536","Total",6198,37,2274,2490,993,299,105
"2011","Chaucer","E05000537","Total",6235,17,1790,2888,1153,331,56
"2011","College","E05000538","Total",5050,28,903,1754,1301,702,362
"2011","East Dulwich","E05000539","Total",5297,12,1301,1633,1394,712,245
"2011","East Walworth","E05000540","Total",4732,20,1512,1615,1081,390,114
"2011","Faraday","E05000541","Total",5018,36,1501,1887,1134,349,111
"2011","Grange","E05000542","Total",7035,51,2625,2911,1114,249,85
"2011","Livesey","E05000543","Total",5556,35,1623,1970,1414,389,125
"2011","Newington","E05000544","Total",6156,21,1993,2266,1396,385,95
"2011","Nunhead","E05000545","Total",5674,24,1980,1540,1619,402,109
"2011","Peckham","E05000546","Total",5479,27,1520,1976,1506,340,110
"2011","Peckham Rye","E05000547","Total",5705,24,1347,2065,1509,522,238
"2011","Riverside","E05000548","Total",7006,34,2570,2979,1107,268,48
"2011","Rotherhithe","E05000549","Total",5966,32,1564,2655,1297,313,105
"2011","South Bermondsey","E05000550","Total",5727,39,1799,2142,1397,285,65
"2011","South Camberwell","E05000551","Total",5097,25,1149,1880,1290,509,244
"2011","Surrey Docks","E05000552","Total",6048,22,1519,2645,1293,435,134
"2011","The Lane","E05000553","Total",6386,42,1826,2125,1728,494,171
"2011","Village","E05000554","Total",4580,12,601,877,1130,993,967
"2011","Bethnal Green North","E05000573","Total",5381,31,1590,2053,1149,424,134
"2011","Bethnal Green South","E05000574","Total",5244,46,1878,1792,1076,323,129
"2011","Blackwall and Cubitt Town","E05000575","Total",8654,48,2554,4121,1395,427,109
"2011","Bow East","E05000576","Total",6595,25,2044,2941,1150,331,104
"2011","Bow West","E05000577","Total",5009,15,1222,1562,1581,480,149
"2011","Bromley-by-Bow","E05000578","Total",5149,34,1396,2105,1252,286,76
"2011","East India and Lansbury","E05000579","Total",5259,26,1133,2057,1572,393,78
"2011","Limehouse","E05000580","Total",6350,32,1629,2831,1444,329,85
"2011","Mile End and Globe Town","E05000581","Total",5352,30,1289,2344,1233,266,190
"2011","Mile End East","E05000582","Total",4647,29,1155,1896,1053,378,136
